id,name,sex,height,weight,team
517,Glen Abrahams Martnez,M,179,72,Costa Rica
518,Guy A. Abrahams,M,173,65,Panama
519,Harold Maurice Abrahams,M,183,75,Great Britain
520,Sidney Solomon Abrahams,M,0,0,Great Britain
521,Isak Abrahamsen,M,0,0,Norway
522,Knut Leo Abrahamsen,M,0,0,Norway
523,Trond Sevg Abrahamsen,M,183,87,Norway
524,"Donald Robert Abrahamson, Jr.",M,162,67,United States
525,Richard Neal Abrahamson,M,190,88,United States
526,Kurt Christer Abrahamsson (-Abris),M,187,77,Sweden
527,Erik Adolf Efraim Abrahamsson,M,172,61,Sweden
528,Karl Gran Abrahamsson,M,180,72,Sweden
529,Karl Gustaf Emanuel Abrahamsson,M,0,0,Sweden
530,Ulf Thommy Abrahamsson,M,185,81,Sweden
531,"Fletcher Abram, Jr.",M,193,87,United States
532,Iason Abramashvili,M,176,82,Georgia
533,Yelena Vasilyevna Abramchuk (Kopets-),F,182,95,Belarus
534,Oleksandr Volodymyrovych Abramenko,M,180,82,Ukraine
535,Yevgeny Sergeyevich Abramenko,M,181,80,Belarus
536,Lahcen Abrami,M,0,0,Morocco
537,Ek'aterina Abramia,F,167,43,Georgia
538,Jernej Abrami,M,175,70,Slovenia
539,Levan Abramishvili,M,181,84,Georgia
540,Andrey Vasilyevich Abramov,M,180,100,Soviet Union
541,Andrey Viktorovich Abramov,M,176,70,Russia
542,Nikolay Kuzmich Abramov,M,164,59,Soviet Union
543,Pavel Sergeyevich Abramov,M,198,89,Russia
544,Sergey Mikhaylovich Abramov,M,180,94,Russia
545,Valery Aleksandrovich Abramov,M,173,61,Soviet Union
546,Inna Vladimirovna Abramova,F,172,63,Soviet Union
547,Nelli Mikhaylovna Abramova,F,171,60,Soviet Union
548,Yekaterina Konstantinovna Abramova,F,167,65,Russia
549,Alen Abramovi,M,180,72,Croatia
550,Dmitry Vladimirovich Abramovich,M,182,96,Russia-2
551,Aliyah Abrams,F,163,53,Guyana
552,Colin Winston Abrams,M,180,70,Guyana
553,John Charles Abrams,M,183,0,New Zealand
554,Benik Abramyan,M,186,115,Georgia
555,Antnio da Cunha Meneses Martins Abrantes,M,176,68,Portugal
556,Arnaldo Lus Isaas Abrantes,M,183,72,Portugal
557,Arnaldo Joaquim Castro Abrantes,M,174,68,Portugal
558,David Abrard,M,187,81,France
559,Tsvetelina Abrasheva,F,0,0,Bulgaria
560,Amir Abrashi,M,172,70,Switzerland
561,Thomas Abratis,M,184,73,Germany
562,Pawe Abratkiewicz,M,183,84,Poland
563,Diogo Ferreira Tribolet de Abreu,M,183,73,Portugal
564,Eloy Abreu Morales,M,160,54,Cuba
565,Glauclio Serro Abreu,M,185,75,Brazil
566,Jos Filipe Abreu,M,159,64,Portugal
567,Emilio Julio Abreu,M,0,0,Paraguay
568,Morais Santos Abreu,M,188,73,Angola
569,Paulo Francisco Joazeiro de Abreu,M,176,78,Brazil
570,Pedro Abreu Pascal,M,200,88,Cuba
571,Rubn Abreu Rivero,M,177,71,Venezuela
572,Rui Pinto de Abreu,M,177,64,Portugal
573,Franck Abrial,M,174,68,France
574,rika Abril Surez,F,164,52,Colombia
575,Laura Valentina Abril Restrepo,F,162,50,Colombia
576,"Alejandro ""lex"" Abrines Redondo",M,198,93,Spain
577,Knut Richard brink,M,0,0,Sweden
578,Bourhan Abro,M,180,70,Djibouti
579,Anastasiya Aleksandrovna Abrosimova,F,164,51,Russia
580,Svetlana Olegovna Abrosimova,F,188,77,Russia
581,Elisabeta Abrudeanu,F,0,0,Romania
582,Saypulla Atavovich Absaidov,M,168,68,Soviet Union
583,Julien Absalon,M,180,68,France
584,Ayele Abshero Biza,M,168,62,Ethiopia
585,Brian Kenneth Abshire,M,180,59,United States
586,Tobias Abstreiter,M,178,85,Germany
587,Gudrun Maria Abt,F,178,61,West Germany
588,"Aleksandr Viktorovich ""Sasha"" Abt",M,179,68,Russia
589,Najmeh Abtin,F,160,57,Iran
590,Mohamed Abu Abdullah,M,173,74,Bangladesh
591,Abdul Wahab Abu Al-Hail Labid,M,180,79,Iraq
592,Mohamed Ahmed Abu Ali,M,0,0,Saudi Arabia
593,Methkal Marouf Abu Drais,M,168,67,Jordan
594,Lailin Abu Hassan,M,0,0,Malaysia
595,Majed Abu Maraheel,M,180,76,Palestine
596,Maher Abu Rmilah,M,172,72,Palestine
597,Mohamed Ahmed Abu Sobea,M,0,0,Egypt
598,Omar Abu-Fares,M,178,69,Jordan
599,Bektas Abubakirov,M,165,54,Kazakhstan
600,Nagmeldin Ali Abubakr,M,172,63,Sudan
601,Sanna Abubkheet,F,157,52,Palestine
602,Abudoureheman,M,182,75,China
603,Juma Abudu,M,170,59,Kenya
604,"Folashade ""Shade"" Abugan",F,150,64,Nigeria
605,Fernando J. Abugattas Aboino,M,190,80,Peru
606,Roberto Abugattas Aboino,M,182,77,Peru
607,Hamza Abughalia,M,0,85,Libya
608,Ahmad Abughaush,M,178,68,Jordan
609,Fartun Abukar Omar,F,170,58,Somalia
610,Ginko Abukawa-Chiba,F,148,46,Japan
611,Mohammed Abukhousa,M,170,67,Palestine
612,Mohammad Abulibdeh,M,183,68,Jordan
613,Kariman Abuljadayel,F,180,70,Saudi Arabia
614,Jos Manuel Abundis Sandoval,M,177,72,Mexico
615,Abdullah Abuqrais,M,163,65,Kuwait
616,Shigeru Aburaya,M,163,51,Japan
617,Cristobal Alejandro Aburto Tinoco,M,161,60,Mexico
618,Aleksandr Veniaminovich Abushakhmetov,M,189,81,Soviet Union
619,Magomedgasan Mingazhutdinovich Abushev,M,170,62,Soviet Union
620,Kanat Kalizhanovich Abutalipov,M,168,56,Kazakhstan
621,Anas Sameer N. H. Abuyousuf,M,181,77,Qatar
622,Ali Abuzamia,M,185,80,Jordan
623,Irina Alekseyevna Abysova,F,175,56,Russia
624,Srr Acar,M,170,78,Turkey
625,E. Doan Acarbay,M,0,0,Turkey
626,Alain Acart,M,175,67,France
627,Andreea Roxana Acatrinei,F,150,40,Romania
628,Jacques Accambray,M,194,125,France
629,William Accambray,M,194,104,France
630,Anna Accensi Abella,F,0,0,Spain
631,Ezio Acchini,M,0,0,Italy
632,Mario Acchini,M,0,0,Italy
633,Martina Accola,F,170,62,Switzerland
634,Paul Accola,M,176,82,Switzerland
635,Alfredo Accorsi,M,0,0,Italy
636,Enrique Accorsi Teuthorn,M,0,0,Chile
637,Eusebio Acea Colarte,M,190,95,Cuba
638,Raidel Acea Morales,M,0,0,Cuba
639,Domingo Gmez-Acedo Villanueva,M,0,0,Spain
640,Carmen Acedo Jorge,F,0,0,Spain
641,Jos Aceituno,M,167,58,Chile
642,Ervin S. Acel,M,0,0,United States
643,Marco Acerbi,M,190,74,Italy
644,Claudia Acerenza Marez,F,160,55,Uruguay
645,Elmer ngel Acevedo,M,0,0,El Salvador
646,Anibl Santiago Acevedo,M,176,67,Puerto Rico
647,Eyne Acevedo Tabares,M,0,67,Colombia
648,Fabio Acevedo,M,171,70,Colombia
649,Fernando Acevedo Portugues,M,175,65,Peru
650,Javier Carlos Acevedo,M,182,68,Canada
651,Jos Eduardo Acevedo Herrera,M,179,65,Venezuela
652,Nicole Jocelin Acevedo Tangarife,F,166,70,Colombia
653,Sharon Evelin Acevedo Tangarife,F,170,61,Colombia
654,Daniel Aceves Villagrn,M,158,52,Mexico
655,Roberto Aceves Villagrn,M,165,64,Mexico
656,David Laurence Acfield,M,178,73,Great Britain
657,Mohamed Ali Acha-Cheloi,M,165,68,Iran
658,Jaouad Achab,M,175,64,Belgium
659,Mustapha Achab,M,0,0,Morocco
660,Karem Faride Achach Ramrez,F,169,60,Mexico
661,Emilio Achacoso,M,178,78,Philippines
662,Loreto Achaerandio Snchez-Marn,F,164,50,Spain
663,Sharath Kamal Achanta,M,186,85,India
664,Kieron Robert Achara,M,208,110,Great Britain
665,Gilbert Achard-Picard,M,0,0,France-2
666,Aziz Acharki,M,180,68,Germany
667,"Benjamin ""Ben"" Acheampong",M,161,62,Ghana
668,Gemma Acheampong,F,163,54,Ghana
669,Joachim Yaw Acheampong,M,181,73,Ghana
670,Alfred Achermann,M,176,75,Switzerland
671,Ghassan Achi,M,168,60,Lebanon
672,Wilson Achia,M,167,52,Uganda
673,Abdel Hak Achik,M,165,54,Morocco
674,Mohamed Abdelhak Achik,M,174,57,Morocco
675,"Onochie Lawrence ""Larry"" Achike",M,188,75,Great Britain
676,Gaston Achille,M,0,0,France
677,Georges Achille-Fould,F,0,0,France
678,"Jacob Hendrik ""Jack"" Achilles",M,182,98,Netherlands
679,Ioan Valeriu Achiriloaie,M,183,87,Romania
680,Rita Nikolayevna Achkina,F,168,63,Soviet Union
681,Janet Achola,F,167,52,Uganda
682,Julius Achon,M,168,55,Uganda
683,Natalie Chioma Achonwa,F,190,86,Canada
684,Ahmed Mohamed Achouche,M,191,110,Egypt
685,Dallal Merwa Achour,F,176,45,Algeria
686,Khaled Achour,M,177,82,Tunisia
687,Haykel Al-Achouri,M,184,84,Tunisia
688,Said Achtar,M,0,0,Syria
689,Roger Achten,M,171,62,Belgium
690,Chantal Achterberg,F,172,72,Netherlands
691,Assumpta Achuo-Bei,F,159,55,Cameroon
692,"James Dudley ""Jim"" Achurch",M,0,0,Australia
693,Gabriel Achy Assi,M,166,61,Cote d'Ivoire
694,Oliver M. Acii,F,167,55,Uganda
695,Ricardo Augusto Amaral Acioly,M,179,78,Brazil
696,Charles Acke,M,0,0,Belgium
697,Fausto Alesio Acke (Padovini-),M,0,0,Sweden
698,Paul Douglas Ackerley,M,179,68,New Zealand
699,"Charles Edwin ""Charley"" Ackerly",M,0,0,United States
700,"Nathaniel Leedom ""Nate"" Ackerman",M,173,74,Great Britain
701,Georg Ackermann,M,191,75,Germany
702,Ronny Ackermann,M,184,69,Germany
703,"Marianne ""Marjan"" Ackermans-Thomas",F,180,70,Netherlands
704,Dsir Antoine Acket,M,0,0,Belgium
705,Donat Acklin,M,190,99,Switzerland-2
706,Guido Acklin,M,200,104,Switzerland-2
707,Urban Acman,M,180,83,Slovenia
708,Alberto Enrique Acosta Palma,M,0,0,Mexico
709,Asuncin Acosta Galano,F,169,52,Cuba
710,Bryan Josu Acosta Ramos,M,175,74,Honduras
711,Carlos Acosta,M,0,0,Mexico
712,Hctor H. Acosta,M,180,81,Argentina
713,Jos Eugenio Acosta,M,173,73,Argentina
714,Juan Acosta Umazabal,M,0,0,Chile
715,Julio Csar Acosta Gonzlez,M,160,62,Chile
716,Lautaro Germn Acosta,M,168,72,Argentina
717,Leopoldo Acosta,M,185,61,Ecuador
718,Luis Angel Acosta,M,180,73,Mexico
719,Luz Mercedes Acosta Valdez,F,164,63,Mexico
720,Marcelo Alberto Acosta Jimnez,M,0,0,El Salvador
721,Mara Jos Acosta Acosta,F,172,69,Venezuela
722,Mariano Acosta,M,0,0,Argentina
723,Osmay Acosta Duarte,M,188,91,Cuba
724,Pedro Javier Acosta Snchez,M,188,78,Venezuela
725,Roslandy del Valle Acosta Alvarado,F,190,62,Venezuela
726,Tanya Acosta,F,182,70,Argentina
727,Martn Ral Acosta y Lara Daz,M,0,0,Uruguay
728,George Wilson Acquaah,M,0,0,Ghana
729,Robert Acquafresca,M,184,70,Italy
730,Edward Acquah,M,188,82,Ghana
731,Oliver Acquah,M,177,82,Ghana
732,"Samuel ""Sam"" Acquah",M,178,72,Ghana
733,Ilona cs (-Zimmermann),F,0,0,Hungary
734,Otto Mnsted Acthon,M,0,0,Denmark
735,"Benjamin Maxwell ""Ben"" Acton",M,0,0,Australia
736,Brigitte Acton (-Smith),F,168,63,Canada
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,188,66,United States
738,Crox Ernesto Acua Rodrguez,M,192,89,Venezuela
739,Jorge Acua,M,173,50,Uruguay
740,"ngel ""Mudo"" Acua Lizana",M,0,0,Mexico
741,Ricardo Acua,M,0,0,Mexico
742,Roberto Acua,M,208,109,Argentina
743,Arslanbek Aylow,M,177,75,Turkmenistan
744,Jzsef Aczl (-Eisenhoffer),M,0,0,Hungary
745,Kazimierz Piotr Adach,M,162,60,Poland
746,Goro Adachi,M,156,56,Japan
747,Kiyoshi Adachi,M,179,60,Japan
748,Mariko Adachi,F,162,51,Japan
749,Miho Adachi,F,165,58,Japan
750,Seiya Adachi,M,172,67,Japan
751,Takumi Adachi,M,168,67,Japan
752,Yumi Adachi,F,160,0,Japan
753,Yurie Adachi,F,156,51,Japan
754,Craig Robert Adair,M,187,81,New Zealand
755,Ali Enver Adakan,M,186,100,Turkey
756,Adalberto Pereira da Silva,M,189,105,Brazil
757,Adam,M,0,0,France
758,Adam,M,0,0,France
759,Ahmed Adam,M,162,60,Sudan
760,Constantin Adam,M,202,105,Romania
761,Gal Adam,M,190,80,Mauritius
762,"Gordon Belgum ""Gordy"" Adam",M,0,0,United States
763,Herman Adam Negrete,M,180,71,Mexico
764,Idrissa Adam,M,178,79,Cameroon
765,Jean-Paul Adam,M,0,0,Seychelles
766,Ji Adam,M,187,83,Czechoslovakia
767,"Johannes ""Johann"" Adam",M,0,0,Germany
768,Joseph Adam,M,172,70,Seychelles
769,Leonie Adam,F,162,54,Germany
770,Marcus Adam,M,182,82,Great Britain
771,Marianne Adam,F,183,85,East Germany
772,"Michael B. ""Mike"" Adam",M,175,95,Canada
773,Moustafa Adam,M,173,71,Egypt
774,"Nicolas Dominique ""Nic"" Adam",M,0,0,Luxembourg
775,Otto Adam,M,0,0,Germany
776,Paul Adam,M,0,0,France
777,Pierre Louis Eugne Adam,M,0,0,France
778,Sndor dm,M,0,0,Hungary
779,Shuaib Adam,M,175,80,Kenya
780,Tony Adam,M,169,61,Germany
781,Ahmed Adam Salah,M,154,64,Sudan
782,Samba Adama,M,175,82,Mauritania
783,Stefan Adamczak,M,175,73,Poland
784,Matthias Adamczewski,M,187,77,West Germany
785,Dariusz Adamczuk,M,179,78,Poland
786,Adam Eucharyst Adamczyk,M,173,80,Poland
787,Edward Adamczyk,M,190,83,Poland
788,Lubo Adamec,M,184,77,Czechoslovakia
789,Petr Adamec,M,187,87,Czechoslovakia
790,Mara Teresa Adames,F,160,52,Mexico
791,Luigi Adami,M,0,0,Italy
792,Jina Adamikov-Pelcov,F,173,62,Czechoslovakia
793,Panagiotis Adamidis,M,0,0,Greece
794,Janusz Andrzej Adamiec,M,176,74,Poland
795,Tomasz Adamiec,M,171,69.5,Poland
796,"Sabine Heidrun Adamik (Picken-, -Bothe)",F,172,68,Germany
797,Zoltn Adamik,M,175,71,Hungary
798,Pirouz Adamiyat,M,190,80,Iran
799,Nafissatou Moussa Adamou,F,172,72,Niger
800,Georgi Mirchev Adamov,M,173,64,Bulgaria
801,Tatyana Pavlovna Adamovich,F,163,54,United States
802,Tadeusz Ralf Adamowski,M,177,70,Poland
803,Anne Wilma Adams (-King),F,165,54,Great Britain
804,Antoine Xavier Adams,M,180,79,Saint Kitts and Nevis
805,April Jane Adams,F,0,0,Australia
806,"Bartlett S. ""Bart"" Adams",M,0,0,United States
807,"Benjamin Willard ""Ben"" Adams",M,188,78,United States
808,"Robert ""Bob"" Adams",M,0,0,Canada
809,Brian Adams,M,183,67,Great Britain
810,Bridget Shirley Adams (-Bengough),F,0,0,Great Britain
811,Natalie Cammile Adams (-Brannan),F,173,65,United States
812,David Dixie Adams,M,188,79,South Africa
813,Edgar Holmes Adams,M,0,0,United States
814,Edward Adams,M,0,0,Great Britain
815,"Francis ""Frank"" Adams",M,169,68,Trinidad and Tobago
816,"Frederick Thomas ""Fred"" Adams",M,0,0,Great Britain
817,"Gerard ""Gerry"" Adams",M,177,70,Australia
818,Harry Lester Adams,M,0,0,United States
819,John E. Adams,M,178,95,Dominican Republic
820,"Judith C. ""Judi"" Adams",F,0,0,United States
821,Keith Adams,M,167,75,Canada
822,Lennox Adams,M,0,0,Saint Vincent and the Grenadines
823,Liam Adams,M,178,64,Australia
824,Luke Kendall Adams,M,189,70,Australia
825,Lynda Riley Adams (-Hunt),F,0,0,Canada
826,Lyukman Rasakovich Adams,M,194,87,Russia
827,Mareike Adams,F,174,73,Germany
828,Maureen Adams,F,169,68,Australia
829,"Morgan Orlando Adams, Jr.",M,0,0,Mystery
830,Adrian Neil Adams,M,178,78,Great Britain
831,Nelson Luis Adams,M,0,81,Puerto Rico
832,Nicola Virginia Adams,F,164,51,Great Britain
833,Odalys Adams Castillo,F,171,59,Cuba
834,Paul Adams,M,185,98,Australia
835,"Phillip Maxwell ""Phil"" Adams",M,163,93,Australia
836,Platt Adams,M,188,78,United States
837,Rachael Alexis Adams,F,188,81,United States
838,Ralph Andrew Adams,M,170,56,Canada
839,Robert P. Adams,M,188,85,Canada
840,"Victoria ""Vicki"" Adams",F,164,69,Great Britain
841,Walter Adams,M,172,67,West Germany
842,Wayman Elbridge Adams,M,0,0,United States
843,William T. Adams,M,0,0,Great Britain
844,"William Edward ""Willie"" Adams",M,198,93,United States
845,"Birgitta Ann-Agnes ""Bride"" Adams-Ray",F,0,0,Sweden
846,Valerie Kasanita Adams-Vili (-Price),F,193,120,New Zealand
847,Morten Gundro Adamsen,M,181,84,Norway
848,Antoni Adamski,M,179,74,Poland
849,Filip Kamil Adamski,M,189,87,Germany
850,Herbert Adamski,M,0,0,Germany
851,Jerzy Adamski,M,171,58,Poland
852,Tadeusz Adamski,M,0,0,Poland
853,Per Anders Adamson,M,177,68,Sweden
854,Derrick Adamson,M,177,72,Jamaica
855,"James Nicholas ""Nick"" Adamson",M,183,74,United States
856,Per Owe Adamson,M,171,65,Sweden
857,Gsta Napoleon Adamsson,M,0,0,Sweden
858,Charles Adamu,M,170,81,Ghana
859,Mamudu Adamu,M,0,0,Nigeria
860,Dariusz Adamus,M,185,94,Poland
861,Jos Carlos Adn Arias,M,166,57,Spain
862,Nenita Adan,F,160,49,Philippines
863,Aboukar Hassan Adani,M,165,59,Somalia
864,Yasemin Adar,F,180,75,Turkey
865,Juan Bautista Adarraga Elizarn,M,183,0,Spain
866,Orhan Ada,M,0,0,Turkey
867,"Christopher Thomas ""Chris"" Adcock",M,183,80,Great Britain
868,"Frances ""Fran"" Adcock",F,178,72,Australia
869,"  Gabrielle Marie ""Gabby"" Adcock (White-)",F,167,0,Great Britain
870,"William Arthur ""Bill"" Adcocks",M,168,55,Great Britain
871,Berkane Lakhdar Adda,M,178,78,Algeria
872,Elie Adda,M,0,0,Egypt
873,Mehdi Addadi,M,179,70,Algeria
874,"Edith Addams de Habbelinck (-Lutjens, -Taylor, -Bel Geddes)",F,0,0,Belgium
875,Jenny Marie Beatrice Addams,F,0,0,Belgium
876,Jean Renaud Adde,M,181,70,France
877,Yannick Adde,M,195,115,France
878,Hamida Addche,M,164,56,France
879,Corran Descy Addison,M,170,65,South Africa
880,Roy Addison,M,177,75,Great Britain
881,"Joseph ""Joe"" Addo",M,182,81,Ghana
882,Simon Addo,M,180,79,Ghana
883,Charles Addo-Odametey,M,170,67,Ghana
884,Eugene Addor,M,0,0,Switzerland
885,"Robert Charles ""Bob"" Addy",M,191,76,Great Britain
886,Ebenezer Charles O. Addy,M,178,70,Ghana
887,James Aryee Addy,M,183,75,Ghana
888,Jangy McKinley Addy,M,188,88,Liberia
889,Mercy Addy,F,161,58,Ghana
890,Winifred Addy,M,0,0,Ghana
891,William Harold Ade,M,0,0,United States
892,Peter Adeberg,M,185,75,East Germany
893,Ulrike Adeberg (-Spielmann),F,170,60,Germany
894,James Adede,M,162,92,Kenya
895,Adegboyega Folaranmi Adedoyin,M,0,0,Great Britain
896,Olubayo Adefemi,M,181,82,Nigeria
897,Lawrence Adegbeingbe,M,181,66,Nigeria
898,"Stephen Adebisi Gbadegesin ""Steve"" Adegbite",M,186,77,Nigeria
899,Adewale Adegbusi,M,0,67,Nigeria
900,Oluwakemi 'Kemi' Adekoya,F,166,63,Bahrain
901,Amos Ojo Adekunle,M,140,48,Nigeria
902,Odunayo Folasade Adekuoroye,F,169,53,Nigeria
903,Carolyn Adel,F,163,52,Suriname
904,Gun Margareta del (-Nilsson),F,163,52,Sweden
905,Alberto Adela,M,0,0,Philippines
906,Peter Adelaar,M,213,135,Netherlands
907,Irfan Adelbi,M,185,90,Jordan
908,"Ayodele ""Dele"" Adeleye",M,190,80,Nigeria
909,Andr Adelheim,M,177,70,France
910,"Hugh Jean ""Danny"" Adeline",M,0,0,Seychelles
911,Antoine Adelisse,M,178,65,France
912,Beatrice Adelizzi,F,175,67,Italy
913,Marcel Louis Ernest Alfred Charles Albert Adelon,M,0,0,France
914,Lambert Adelot,M,0,0,Belgium
915,Abrar Osman Adem,M,168,58,Eritrea
916,Biko Adema,M,177,85,Kenya
917,Joost Adema,M,202,91,Netherlands
918,Ademir Roque Kaefer,M,179,74,Brazil
919,Hoche Yaya Aden,M,180,47,Djibouti
920,Ibrahim Mohamed Aden Gedi,M,178,75,Somalia
921,Jama Awil Aden,M,176,69,Somalia
922,Jama Mohamed Aden,M,180,68,Somalia
923,Olapade Charles Adeniken,M,186,78,Nigeria
924,Aminat Oluwafunmilayo Adeniyi,F,165,58,Nigeria
925,Adenzia Aparecida Ferreira da Silva,F,187,65,Brazil
926,Esau Adenji,M,177,70,Cameroon
927,Margaret Adetutu Adeoye,F,162,65,Great Britain
928,Alfred Ader,M,166,60,Poland
929,Berhane Adere Debala,F,170,50,Ethiopia
930,Hanns Aderhold,M,0,0,Germany
931,Nyakisi Adero,F,0,0,Uganda
932,Ademola Adeshina,M,0,0,Nigeria
933,Adsio Alves Machado,M,0,0,Brazil
934,Adeoye Adetunji,M,174,71,Nigeria
935,Adevaldo Virglio Netto,M,0,0,Brazil
936,Isiaq Adeyanju,M,162,65,Nigeria
937,Fatai Adeyemo,M,0,0,Nigeria-2
938,Cary Glen Adgate,M,173,74,United States
939,Kamal Bahadur Adhikari,M,163,69,Nepal
940,David Adiele,M,174,0,Nigeria
941,Paul Adiga,M,176,74,Uganda
942,Moriam Seun Adigun,F,153,52,Nigeria
943,Arman Adikyan,M,168,66,Armenia
944,Haydy Morsy Adil,F,168,58,Egypt
945,Mirza Adil,M,177,73,Sudan
946,Adel Mohamed Adili,M,176,65,Libya
947,Adilson de Freitas Nascimento,M,195,88,Brazil
948,Hammed Adio,M,185,63,Nigeria
949,Antonio R. Adipe Marrone,M,0,0,Uruguay
950,Ilana Adir (-Kamarshik),F,165,58,Israel
951,Evelyn Adiru,F,162,50,Uganda
952,Badathala Adisekhar,M,0,53,India
953,Franck Adisson,M,180,70,France-1
954,Adiyasambuu Tsolmon,F,165,65,Mongolia
955,Jikirum Adjaluddin,M,0,0,Philippines
956,"Richard ""Richy""  Adjei",M,190,110,Germany-2
957,Sammi Adjei,M,0,0,Ghana
958,Denos Adjima Beche,M,168,56,Cote d'Ivoire
959,Christian Donfack Adjoufack,M,175,80,Cameroon
960,Amanda Jo Adkins (-Schneider),F,173,61,United States
961,"Bradley Don ""Brad"" Adkins",M,188,80,United States
962,"Charles ""Chuck"" Adkins",M,0,0,United States
963,Derrick Ralph Adkins,M,188,80,United States
964,"Robert Edward ""Bob"" Adlard",M,0,0,Great Britain
965,Alan Adler,M,186,80,Brazil
966,Daniel Adler,M,180,72,Brazil
967,Egon Adler,M,172,62,Germany
968,"Margarete ""Grete"" Adler",F,0,0,Austria
969,Harry Herchel Adler,M,0,0,Clementine V
970,Lena Kristina Adler,F,162,56,Sweden
971,Uwe Adler,M,182,77,Germany
972,Herman Aleksandrovich Adlerberg,M,0,0,Bylina-2
973,Gregor Nils Henric Adlercreutz,M,0,0,Sweden
974,Nils August Domingo Adlercreutz,M,0,0,Sweden
975,Anna Mrtha Vilhelmina Adlerstrhle (von Oelreich-),F,0,0,Sweden
976,Jonna Eva-Maj Adlerteg,F,153,38,Sweden
977,Erik William Adlerz,M,0,0,Sweden
978,Mrta Elvira Adlerz (-Hermansson),F,0,0,Sweden
979,Hans Adlhoch,M,177,70,Canada
980,"Rebecca ""Becky"" Adlington",F,179,70,Great Britain
981,Katrin Adlkofer,F,177,62,West Germany
982,Hamdi Adly El-Seoudi Ibrahim,M,194,82,Egypt
983,Sad Admane,M,174,62,Algeria
984,Jane Admans,F,165,53,Great Britain
985,Megra Admassou,M,177,65,Ethiopia
986,Adriana Johanna Jacoba Admiraal-Meijerink,F,0,0,Netherlands
987,Khadour Adnan,M,173,81,Syria
988,Mustapha Adnane,M,168,77.5,Morocco
989,Gadi Ado,M,173,61,Uganda
990,Adogon,M,0,0,Cote d'Ivoire
991,Christopher Silas Adolf,M,168,59,Palau
992,Josef Adolf,M,0,0,Czechoslovakia
993,Ruth Adolf,F,165,56,Switzerland
994,Ricardo Adolfo,M,0,0,Philippines
995,Jan Erik Adolfsen,M,0,0,Norway
996,Karl Tage Herbert Adolfsson,M,182,72,Sweden
997,Lars Olof Melker Adolfsson,M,183,81,Sweden
998,ke Ronnie Adolfsson,M,180,77,Sweden
999,Sune Roland Adolfsson,M,180,74,Sweden
1000,Dainius Adomaitis,M,202,100,Lithuania
1001,Svajnas Adomaitis,M,175,55,Lithuania
1002,Daniel Adomako,M,170,69,Ghana
1003,Lena Annika Adomat,F,162,56,Sweden
1004,Aurimas Adomaviius,M,204,100,Lithuania
1005,Neil Isaac Adonis,M,182,93,South Africa
1006,Ador,M,0,0,France
1007,Istvn Adorjn,M,0,0,Hungary
1008,Jnos Adorjn,M,192,83,Hungary
1009,William Adornado,M,187,77,Philippines
1010,Jean-Luc Adorno,M,180,64,Monaco
1011,Omar Adorno,M,160,51,Puerto Rico
1012,Rubn Adorno Melndez,M,190,91,Puerto Rico
1013,Barthelmy Adoukonu,M,160,55,Benin
1014,Martin Natchaba Adouna,M,167,68,Togo
1015,Conrad Adriaenssens,M,0,0,Belgium
1016,J. Adriaenssens,M,0,0,Belgium
1017,Nathan Ghar-Jun Adrian,M,198,100,United States
1018,Vera Adrian,F,168,57,Namibia
1019,Selvyana Adrian-Sofyan,F,151,52,Indonesia
1020,Adriana Aparecida dos Santos,F,180,61,Brazil
1021,"Eduardo ""Bto"" Adriana",M,176,120,Netherlands Antilles
1022,Sharnol Leonard Adriana,M,185,95,Netherlands
1023,"Adriana ""Adrianinha"" Moiss Pinto",F,170,65,Brazil
1024,Elisngela Maria Adriano,F,180,96,Brazil
1025,Attila Adrovicz,M,189,87,Hungary
1026,Carlos Adsera Puig,M,173,72,Spain
1027,Mark J. Adshead,M,173,65,Great Britain
1028,"Fredua Koranteng ""Freddy"" Adu",M,170,66,United States
1029,Carlos Adueza Troll,M,0,0,Chile
1030,Martha Adusei,F,165,64,Canada
1031,Aduuchiin Baatarkh,M,185,82,Mongolia
1032,Serhiy Mykolaiovych Advena,M,190,82,Ukraine
1033,Adyaagiin Jgdernamjil,M,154,52,Mongolia
1034,Viktoriya Adyeva,F,160,55,Kazakhstan
1035,Erkin Adylbek uulu,M,190,80,Kyrgyzstan
1036,Olga Olegovna Adzhigerskaya,F,192,65,Kazakhstan
1037,Rustam Iwanovych Adzhy,M,175,69,Ukraine
1038,orbergur Aalsteinsson,M,190,90,Iceland
1039,Silulu A'etonu (-Grey),F,170,59,American Samoa
1040,Urs Aeberhard,M,180,98,Switzerland-2
1041,Max Aeberli,M,0,0,Switzerland
1042,Adolf Aebersold,M,0,0,Switzerland
1043,Regula Aebi (-Anliker),F,170,58,Switzerland
1044,David Aebischer,M,186,85,Switzerland
1045,Christian Aebli,M,180,95,Switzerland-2
1046,Klaus Aeffke,M,189,82,Germany
1047,"Carl Bror Emil ""Kalle"" Aejemelaeus (-im)",M,169,0,Russia
1048,Eduard Aellig,M,181,93,Austria
1049,Lon Joseph Aelter (-Freddy),M,0,0,Belgium
1050,Hansjrg Aemisegger,M,175,75,Switzerland
1051,"Mechelina Agnes Elisabeth ""Lies"" Aengenendt",F,0,0,Netherlands
1052,Jasper Aerents,M,191,86,Belgium
